Age,Income,Employment_Years,Education_Level,Credit_Score,Loan_Purpose,Loan_Amount,Loan_Term_Days,Number_of_Open_Accounts,Outstanding Debt,DTI,Credit_Worthy
64,587769,25.61,4,831,1,40684,158,3,63693,10.84,1
40,415797,41.76,2,568,3,1176,85,1,24525,5.9,0
38,619406,23.86,2,421,2,34239,322,6,31844,5.14,0
38,406154,15.91,3,718,2,66710,309,3,63141,15.55,1
60,464854,35.87,1,389,2,37802,18,13,12745,2.74,0
30,668002,19.93,3,889,1,27635,284,3,38911,5.82,1
54,945922,14.33,2,564,1,98443,42,3,7483,0.79,0
50,768987,32.55,1,345,1,63837,134,9,40082,5.21,0
41,180185,36.07,1,611,1,63805,102,12,32025,17.77,1
61,104363,35.63,4,773,2,69910,137,4,14031,13.44,1
28,930039,44.0,2,339,2,28298,222,5,25473,2.74,0
34,345188,35.4,3,766,1,95495,229,3,19046,5.52,1
21,231027,34.65,1,412,1,59213,294,10,27136,11.75,0
64,998534,38.59,1,638,2,45860,306,13,64274,6.44,1
42,293958,0.01,3,761,3,57940,316,12,50678,17.24,1
47,381484,16.31,3,873,3,35376,119,1,13734,3.6,1
26,292168,33.19,1,433,2,77654,99,12,62114,21.26,0
38,738648,26.99,3,728,1,62013,350,4,63833,8.64,1
37,915668,7.99,4,718,1,58128,324,1,3099,0.34,1
36,602124,13.67,1,413,2,73708,159,11,57120,9.49,0
36,289579,15.16,4,807,3,13448,239,11,55881,19.3,1
29,275095,25.55,2,442,2,46778,320,7,54481,19.8,0
54,877033,37.42,4,756,2,14052,335,7,40547,4.62,1
59,501632,41.96,3,737,2,418,189,4,43888,8.75,1
34,281176,33.75,1,576,1,77454,309,5,14251,5.07,0
54,403015,37.93,4,750,1,26111,249,10,36383,9.03,1
56,269717,21.15,3,866,1,18887,26,7,50000,18.54,1
45,678767,17.54,3,719,3,63528,189,13,47023,6.93,1
58,905375,17.67,4,701,2,12616,140,6,35473,3.92,1
52,52940,27.72,1,536,2,99132,181,13,3894,7.36,0
64,549954,5.59,4,731,3,34155,21,4,62087,11.29,1
35,319266,26.08,2,666,1,8852,163,4,37302,11.68,1
31,925079,29.93,4,791,2,67011,71,2,51595,5.58,1
52,176164,19.75,4,547,3,80606,82,10,67262,38.18,0
61,936185,42.89,1,431,1,59950,155,2,40110,4.28,0
58,929834,27.37,4,706,1,98428,316,12,59088,6.35,1
24,226717,9.9,3,702,2,17638,355,4,43191,19.05,1
58,383334,21.56,1,580,1,12757,47,5,63723,16.62,0
30,382612,30.39,3,811,3,17943,194,4,2667,0.7,1
35,935639,14.56,1,549,1,81219,224,14,53514,5.72,0
54,46505,3.58,2,564,2,21591,237,3,72689,156.3,0
30,581001,26.25,2,514,3,46531,280,11,70315,12.1,0
53,467603,42.65,2,514,1,63575,10,2,16170,3.46,0
48,849601,21.83,4,725,1,42280,152,4,17669,2.08,1
19,224354,40.77,2,619,1,18640,344,14,51811,23.09,1
33,621799,37.58,1,317,3,71615,104,11,19946,3.21,0
26,989246,6.63,2,646,1,60735,124,5,55160,5.58,1
26,846954,31.87,1,301,2,8043,185,1,10080,1.19,0
55,232204,19.6,3,700,3,9011,290,13,18363,7.91,1
28,270694,11.26,4,747,3,40354,41,1,12920,4.77,1
39,269836,30.91,3,890,1,99509,11,6,20801,7.71,1
50,778849,33.42,3,806,3,63100,218,5,54649,7.02,1
53,905829,8.1,2,515,2,69405,1,11,57027,6.3,0
62,548168,41.15,2,463,3,2579,171,4,51377,9.37,0
40,456670,33.8,2,490,2,10212,338,1,14157,3.1,0
62,993215,42.0,3,774,1,70367,282,12,43040,4.33,1
62,587827,14.27,4,725,3,62712,53,14,16240,2.76,1
51,260056,42.27,4,705,2,76997,125,7,7090,2.73,1
26,239057,16.58,3,725,1,46909,175,4,13015,5.44,1
41,559087,2.43,4,742,2,32305,265,3,50106,8.96,1
25,527800,34.33,3,821,3,90205,265,14,60212,11.41,1
24,124843,31.66,3,828,3,72704,199,7,5918,4.74,1
53,997606,26.91,4,708,2,6657,256,2,15351,1.54,1
35,463942,22.05,1,582,1,36198,172,10,74823,16.13,0
20,68784,1.45,1,370,1,38890,59,1,5743,8.35,0
45,133034,28.11,2,672,1,34926,106,11,67376,50.65,0
23,980837,18.76,4,817,1,22174,125,4,11744,1.2,1
61,454044,25.21,2,558,2,87791,16,13,18892,4.16,0
61,744886,19.32,3,888,3,96420,38,8,28484,3.82,1
38,74362,43.47,1,500,2,32501,243,13,31136,41.87,0
45,73997,27.18,4,429,3,11665,210,6,64059,86.57,0
57,201413,33.72,4,823,3,90336,315,9,11683,5.8,1
18,432289,42.14,4,773,2,64802,285,1,12799,2.96,1
53,384543,26.62,1,380,2,50026,168,1,43920,11.42,0
38,820981,0.54,2,553,1,80973,264,11,14199,1.73,0
60,863352,1.54,1,364,3,11212,98,5,55503,6.43,0
52,760686,31.61,2,677,1,79397,134,6,32105,4.22,1
30,488731,12.56,3,845,1,8985,181,8,7604,1.56,1
27,804752,26.07,3,833,2,1476,222,3,19010,2.36,1
61,433532,9.1,2,401,1,6039,364,6,38662,8.92,0
64,177255,12.16,3,741,1,42049,149,3,29966,16.91,1
27,900292,22.71,3,810,1,2946,244,8,23785,2.64,1
63,568912,43.9,4,895,2,72453,313,12,29341,5.16,1
30,737875,27.73,4,803,1,7530,76,11,67690,9.17,1
54,779072,42.13,1,559,1,26428,262,11,70298,9.02,0
55,498997,43.17,1,398,2,11251,231,4,23570,4.72,0
41,590993,9.36,1,687,2,59897,191,2,69103,11.69,1
19,633614,14.0,4,764,2,27719,134,12,49412,7.8,1
39,439972,34.65,1,596,3,34584,309,9,27255,6.19,0
34,866822,39.0,1,522,2,27764,252,10,27161,3.13,0
53,88369,23.37,4,882,3,6880,245,13,12207,13.81,1
31,221893,44.7,2,448,2,68967,265,8,44212,19.92,0
27,291733,0.52,4,885,2,28704,325,6,1534,0.53,1
52,657300,13.48,2,415,2,17862,330,3,71133,10.82,0
42,951620,28.04,4,834,3,23865,343,2,42384,4.45,1
20,879613,21.12,1,619,1,63826,4,13,6359,0.72,1
64,720146,5.25,3,701,2,37143,37,4,54396,7.55,1
55,770046,16.55,3,814,3,87558,71,4,32036,4.16,1
34,667999,1.15,2,683,2,59151,262,1,34460,5.16,1
29,96425,28.92,2,378,1,89330,237,9,41288,42.82,0
41,967790,40.17,2,530,3,10656,307,10,20138,2.08,0
46,516297,39.82,3,800,2,79191,355,8,37523,7.27,1
60,560282,31.48,2,418,2,10104,178,7,38942,6.95,0
42,131915,20.96,4,773,2,59056,96,6,42058,31.88,1
53,405105,23.04,4,708,1,20910,227,3,29690,7.33,1
43,503414,6.16,3,722,3,62100,11,4,73589,14.62,1
55,124672,15.35,4,569,2,76824,266,2,71241,57.14,0
18,833071,8.45,2,353,2,347,189,7,40680,4.88,0
37,299349,36.95,3,823,3,20862,209,2,57429,19.18,1
45,338821,41.16,2,344,1,46095,13,14,34046,10.05,0
33,52930,24.16,4,524,1,59523,162,10,43672,82.51,0
64,93313,32.75,2,315,1,79447,60,1,46904,50.27,0
34,769211,5.47,3,899,1,69377,5,6,49671,6.46,1
57,133153,27.38,2,540,1,62069,202,4,11716,8.8,0
45,505725,31.63,4,801,2,29152,12,8,21811,4.31,1
29,824748,20.37,1,394,2,49314,341,1,40584,4.92,0
44,964808,10.95,3,808,2,34419,240,9,65720,6.81,1
59,252911,39.48,2,484,3,71942,225,6,20707,8.19,0
64,116058,33.43,3,835,1,68641,182,14,21317,18.37,1
47,107876,40.49,2,324,3,68958,297,2,36596,33.92,0
58,629654,36.83,1,617,1,81644,304,8,59656,9.47,1
51,557691,44.57,4,776,1,40865,307,5,2498,0.45,1
54,362196,8.65,2,349,3,24970,178,5,13563,3.74,0
23,792838,3.9,2,468,2,12566,118,5,8758,1.1,0
24,281420,15.17,1,589,3,45384,352,7,9019,3.2,0
49,497843,5.81,3,799,2,50134,76,7,29278,5.88,1
49,355639,23.54,4,813,1,33261,46,10,44078,12.39,1
42,183004,28.49,2,380,2,68375,227,11,49251,26.91,0
50,378234,26.02,2,311,1,60911,356,7,34573,9.14,0
24,318845,11.67,4,776,1,53665,294,12,42021,13.18,1
29,416601,40.9,1,374,2,61414,240,10,57265,13.75,0
33,796684,0.95,3,869,1,53726,348,2,4171,0.52,1
33,601529,15.66,4,754,2,78830,141,8,59450,9.88,1
60,685727,32.35,3,791,3,69867,204,1,41148,6.0,1
53,85030,34.51,1,478,1,52029,150,13,44945,52.86,0
30,721865,18.73,1,387,1,93904,130,14,24715,3.42,0
24,184404,0.76,4,880,3,67037,349,2,49295,26.73,1
53,227397,27.81,2,564,1,8186,333,11,32712,14.39,0
64,972772,2.84,1,521,3,62682,269,7,221,0.02,0
26,499702,4.85,1,302,3,99309,313,4,69777,13.96,0
49,438779,29.26,4,817,1,66165,137,11,39770,9.06,1
28,125185,14.06,4,435,3,40879,116,10,61950,49.49,0
25,56404,15.66,4,486,3,23562,351,10,28605,50.71,0
50,75182,21.91,1,329,3,47869,161,9,16772,22.31,0
40,315135,44.04,3,766,1,55978,155,11,61183,19.41,1
42,648889,43.44,1,610,3,17056,173,9,32715,5.04,1
25,723023,18.73,4,861,2,82663,130,14,30430,4.21,1
62,872318,11.95,2,678,2,86091,79,3,38760,4.44,1
39,666290,13.62,2,598,3,44655,57,13,66096,9.92,0
21,365992,12.1,4,855,2,45702,351,14,1840,0.5,1
57,961631,23.95,2,516,1,5705,57,13,67308,7.0,0
20,864124,27.31,1,457,3,76313,363,3,24941,2.89,0
46,245461,22.0,3,770,1,17038,335,9,7677,3.13,1
58,843932,18.36,1,617,2,59602,134,13,16901,2.0,1
46,840217,9.51,4,809,2,52645,14,10,61376,7.3,1
51,628434,21.71,1,584,2,43634,283,12,42181,6.71,0
51,508195,15.35,2,670,2,15109,294,8,66197,13.03,1
45,592285,24.37,1,557,1,30346,147,1,65914,11.13,0
30,551458,30.38,3,789,3,28285,127,6,11475,2.08,1
32,164375,28.5,2,660,1,94931,260,7,160,0.1,1
40,353887,20.81,3,756,3,91155,314,14,15930,4.5,1
61,491068,25.02,3,884,2,86588,218,11,36943,7.52,1
43,55187,12.82,3,597,2,46742,233,14,2200,3.99,0
21,740394,1.09,1,348,2,9285,168,8,12981,1.75,0
43,677253,28.13,1,484,2,64466,143,12,42998,6.35,0
57,689113,11.37,1,498,1,19943,260,12,43360,6.29,0
26,58090,30.1,1,317,3,17605,218,2,46007,79.2,0
22,489984,33.62,2,497,3,28122,308,14,6277,1.28,0
49,865844,41.22,1,531,2,61709,146,1,18373,2.12,0
37,797766,43.12,2,326,1,54361,99,4,8169,1.02,0
28,338174,0.47,3,817,2,16539,182,1,24967,7.38,1
32,561797,44.57,2,353,3,80296,169,2,4916,0.88,0
49,88653,30.74,4,451,3,74485,233,3,39010,44.0,0
45,712289,28.96,1,524,1,95264,93,4,48922,6.87,0
39,411770,0.68,4,861,3,90471,117,12,64268,15.61,1
58,985795,38.76,2,449,1,70372,4,12,29012,2.94,0
34,286186,6.55,1,515,2,35477,85,6,4048,1.41,0
43,213646,37.68,4,762,2,4009,167,8,16516,7.73,1
61,319345,0.7,1,647,1,14967,7,9,69216,21.67,1
24,767642,29.07,2,639,2,64785,232,4,22738,2.96,1
59,558304,19.57,4,760,1,894,251,1,29049,5.2,1
43,307166,9.03,2,637,2,83581,85,14,12928,4.21,1
42,776322,4.84,4,741,2,58627,319,5,64566,8.32,1
27,572226,19.81,3,795,3,15469,193,5,34290,5.99,1
62,194750,5.55,3,860,3,23907,123,9,52422,26.92,1
36,924603,21.89,3,773,1,10956,89,6,49593,5.36,1
28,280710,28.13,3,836,2,6895,95,5,14837,5.29,1
30,252320,37.23,3,818,2,95021,300,10,45079,17.87,1
25,868152,30.54,2,324,2,31163,358,10,39544,4.55,0
57,387658,2.93,3,840,3,61051,45,5,15954,4.12,1
21,732165,13.83,2,602,1,38360,253,8,57028,7.79,1
64,677346,12.96,3,821,1,10249,51,11,74932,11.06,1
48,96478,41.18,1,472,1,92305,65,1,51040,52.9,0
45,425377,39.05,3,832,2,26428,54,5,69807,16.41,1
28,958193,16.66,1,586,1,69198,222,1,73926,7.72,0
60,147101,3.2,2,458,3,33723,72,7,33513,22.78,0
18,376843,40.23,3,797,3,42355,168,14,21931,5.82,1
64,736284,39.97,4,898,1,36489,186,7,49605,6.74,1
55,514527,38.46,2,414,2,4306,143,13,3263,0.63,0
41,381417,38.03,3,873,3,99442,19,10,11214,2.94,1
64,749668,21.61,2,540,3,63665,10,8,24130,3.22,0
48,776488,7.98,4,751,2,20997,272,14,66035,8.5,1
58,608033,21.49,3,806,2,79787,171,7,60607,9.97,1
63,152283,22.26,4,785,1,4470,364,11,16525,10.85,1
43,413445,22.05,3,832,3,24145,16,9,18099,4.38,1
22,401116,24.24,1,567,3,87336,80,8,59812,14.91,0
37,461758,11.59,2,576,1,87870,284,8,49828,10.79,0
58,951849,16.48,4,708,1,52684,190,3,36274,3.81,1
28,121489,19.54,2,392,3,48771,148,10,62904,51.78,0
50,576107,5.9,4,790,3,15426,163,4,69139,12.0,1
55,67779,20.49,2,444,2,67877,265,4,23060,34.02,0
44,757781,36.47,2,659,2,30739,360,1,41878,5.53,1
51,374388,37.26,2,451,3,60974,138,6,42783,11.43,0
32,609872,18.52,1,454,3,39866,301,2,22889,3.75,0
49,433166,23.35,3,835,2,21378,30,9,28399,6.56,1
38,690533,1.51,1,552,1,72080,304,14,10796,1.56,0
63,268815,30.35,2,617,1,68651,168,1,71513,26.6,1
22,864464,18.21,4,728,3,80539,91,1,29233,3.38,1
23,397218,20.05,2,382,3,39683,91,11,13285,3.34,0
55,381417,39.32,3,773,2,93779,211,13,62631,16.42,1
39,834468,20.78,1,333,3,70500,330,10,34575,4.14,0
35,274957,0.95,3,759,1,9776,300,11,61703,22.44,1
31,615644,10.24,4,803,2,4334,174,6,65140,10.58,1
27,165364,21.4,3,670,2,21440,134,13,63684,38.51,1
63,547340,19.1,1,687,1,84359,24,1,74082,13.53,1
30,326521,38.72,4,836,1,8626,201,12,33709,10.32,1
48,218910,24.4,3,789,2,72478,219,3,7788,3.56,1
47,349963,31.03,1,632,3,34726,7,10,69482,19.85,1
20,920121,21.12,1,676,1,1307,6,2,28719,3.12,1
47,166692,19.78,2,539,2,82944,118,13,54001,32.4,0
23,50461,20.08,3,517,3,62520,161,11,8422,16.69,0
46,827182,18.49,4,881,3,52197,85,9,30597,3.7,1
25,29472,24.24,2,556,2,64514,248,5,54005,183.24,0
61,875695,11.27,3,888,1,5529,166,6,55612,6.35,1
62,132036,40.1,3,628,3,53691,145,2,62541,47.37,1
60,208674,14.99,4,643,1,7691,31,8,73275,35.11,1
61,307667,6.64,2,554,2,38760,220,6,69309,22.53,0
50,706126,4.34,2,344,1,77413,133,11,56888,8.06,0
34,909694,0.6,4,759,3,40559,64,12,12366,1.36,1
28,610348,19.03,2,385,2,78184,76,8,39856,6.53,0
30,291223,8.44,1,500,3,62199,131,8,64138,22.02,0
28,683759,0.97,4,802,3,62948,312,14,15776,2.31,1
48,342870,23.4,3,786,2,97691,319,1,67521,19.69,1
45,375050,30.6,4,818,2,78505,361,7,38023,10.14,1
61,298676,3.86,1,597,1,89499,38,2,65887,22.06,0
23,929121,20.74,4,854,2,4761,54,11,66449,7.15,1
58,495573,33.46,3,885,1,44902,130,8,37214,7.51,1
33,63162,44.36,3,496,2,18882,218,12,58649,92.85,0
21,941253,30.02,4,780,3,49279,2,2,10716,1.14,1
52,293497,11.02,4,861,1,1998,246,4,33060,11.26,1
43,132313,32.24,1,565,2,78555,140,2,56903,43.01,0
29,48477,26.91,1,678,1,40168,296,13,15224,31.4,1
28,699930,9.53,3,893,1,68063,258,7,33236,4.75,1
54,106373,38.3,2,666,1,76403,105,5,68814,64.69,0
42,948941,19.23,2,324,3,84056,336,13,54514,5.74,0
35,713464,43.29,2,558,2,58754,185,11,14642,2.05,0
36,738730,32.53,2,370,2,36223,303,13,54456,7.37,0
40,548839,29.01,3,727,1,56298,244,11,52728,9.61,1
55,88359,32.78,2,692,2,52972,164,9,11392,12.89,1
35,468096,21.51,2,310,3,5002,132,5,20710,4.42,0
43,163988,22.74,4,792,1,26950,203,11,33833,20.63,1
23,146150,38.3,2,417,3,48654,210,8,37657,25.77,0
21,493919,30.64,4,823,3,43134,347,2,11656,2.36,1
61,716805,40.38,3,866,2,64943,101,3,13112,1.83,1
46,329780,40.09,4,792,2,87256,271,6,26270,7.97,1
51,487143,43.94,1,440,1,8380,49,11,62276,12.78,0
34,836117,31.51,4,798,3,80590,239,7,64533,7.72,1
60,857566,22.6,2,310,2,46914,215,14,18779,2.19,0
60,371060,7.48,4,734,1,57565,291,10,46419,12.51,1
33,127967,31.74,4,538,1,47073,350,8,65540,51.22,0
19,114455,13.12,3,563,2,37829,280,3,62661,54.75,0
51,803123,12.73,3,706,3,32900,316,7,38709,4.82,1
25,481063,10.72,2,368,1,74523,77,8,58866,12.24,0
30,977497,39.38,1,369,2,97243,304,10,51130,5.23,0
59,195405,39.06,1,484,1,97777,151,6,42435,21.72,0
25,259646,28.39,4,814,2,78971,297,4,74859,28.83,1
47,209937,21.28,1,423,1,71813,157,13,25978,12.37,0
49,492312,30.25,3,862,3,41306,198,6,59320,12.05,1
53,856188,27.33,2,521,1,4026,287,9,74873,8.74,0
64,405007,18.71,2,310,2,60545,24,3,26215,6.47,0
47,81192,17.08,3,465,2,43156,9,2,41109,50.63,0
18,211758,17.23,2,390,2,75790,132,5,31668,14.95,0
60,855165,26.51,4,784,3,68595,77,7,20632,2.41,1
56,255161,29.15,2,604,2,84247,226,3,32422,12.71,1
34,832425,20.33,1,590,2,34261,131,5,22420,2.69,0
37,705852,43.59,2,456,3,59351,90,4,43314,6.14,0
41,696341,3.77,2,387,2,18507,117,11,67580,9.71,0
39,306287,15.62,3,868,2,78661,110,7,1703,0.56,1
46,735637,18.86,3,808,3,71700,354,2,38716,5.26,1
39,127044,0.76,1,433,1,56814,271,12,43890,34.55,0
61,525173,16.42,3,709,2,6739,227,11,12763,2.43,1
26,201062,12.32,1,383,1,2578,244,13,34156,16.99,0
54,672694,22.77,4,784,3,64646,308,7,13383,1.99,1
27,476104,15.14,1,536,2,73565,55,12,29853,6.27,0
53,89351,32.68,2,450,2,97962,37,2,48844,54.67,0
54,510588,22.95,1,473,3,62976,55,3,54979,10.77,0
45,725359,5.84,4,839,2,88473,12,5,32131,4.43,1
45,254085,33.75,2,354,1,42041,185,7,10189,4.01,0
59,778171,4.47,1,440,1,30074,237,13,28269,3.63,0
60,518095,37.76,3,773,3,44283,293,6,47899,9.25,1
38,90309,41.91,3,434,2,8518,204,12,46619,51.62,0
41,949950,14.51,3,839,2,83286,211,7,25827,2.72,1
59,706093,41.68,1,616,3,57248,226,11,31996,4.53,1
57,139156,35.69,1,429,1,80019,7,6,4463,3.21,0
19,358144,41.51,4,725,1,31808,220,13,34805,9.72,1
25,461848,29.98,2,368,3,33024,311,12,23174,5.02,0
44,41576,10.6,2,361,2,23482,28,1,49690,119.52,0
39,547608,40.25,2,499,1,26749,293,5,59497,10.86,0
54,686110,8.29,2,466,2,96776,212,12,8983,1.31,0
44,647290,9.59,1,415,1,98199,189,1,72400,11.19,0
46,204535,12.2,1,670,2,30473,75,7,18333,8.96,1
20,46572,13.69,4,438,1,82780,242,4,21489,46.14,0
61,300092,23.15,2,531,2,74601,114,5,44210,14.73,0
30,540114,32.11,1,513,3,22891,167,1,19233,3.56,0
62,660816,41.68,1,507,1,58996,106,8,53686,8.12,0
27,714186,3.98,1,401,3,23215,151,4,16546,2.32,0
53,109051,42.95,1,597,1,17441,84,3,57848,53.05,0
26,834299,41.46,2,309,1,16737,212,1,13348,1.6,0
44,211303,2.43,2,422,1,24369,267,4,2635,1.25,0
51,766716,16.21,1,574,2,83589,322,3,5102,0.67,0
18,801700,36.59,3,703,1,93430,269,8,25971,3.24,1
49,223305,27.52,4,702,3,23977,177,9,17894,8.01,1
42,326822,35.06,2,508,2,40373,271,12,18704,5.72,0
46,913993,32.36,2,697,2,56135,312,5,22490,2.46,1
24,819395,22.35,3,709,1,12505,182,9,58099,7.09,1
20,477576,1.85,2,561,2,93448,159,1,36768,7.7,0
37,593722,26.29,3,730,1,62409,189,7,60187,10.14,1
37,86617,2.19,3,730,3,41867,186,11,19734,22.78,1
47,957773,27.17,1,475,2,10073,309,14,30660,3.2,0
52,661857,36.02,2,308,2,58665,246,7,49544,7.49,0
52,751672,26.32,4,807,3,89561,317,6,7952,1.06,1
56,903784,44.87,3,823,3,23191,42,4,64418,7.13,1
44,886164,20.51,4,853,1,19684,285,13,34007,3.84,1
43,530874,33.7,1,429,2,74707,300,11,55865,10.52,0
31,389792,30.02,2,533,3,70724,362,9,741,0.19,0
34,101494,44.61,1,303,2,16650,294,14,31100,30.64,0
35,764265,32.09,1,519,3,2163,181,3,9728,1.27,0
62,621513,7.38,4,705,2,92916,182,11,65905,10.6,1
46,102867,43.0,4,729,3,73939,340,11,26534,25.79,1
37,188600,30.05,3,882,2,11731,218,1,30409,16.12,1
44,799957,2.67,2,616,1,1225,163,2,65306,8.16,1
35,885404,29.59,1,376,2,35509,46,3,15039,1.7,0
21,478818,39.74,3,882,1,50681,92,2,50800,10.61,1
18,902693,25.97,3,809,1,22585,105,6,49062,5.44,1
18,635036,15.93,1,591,1,78430,207,13,26255,4.13,0
43,274265,36.94,1,501,2,83654,328,14,26723,9.74,0
62,539493,35.21,3,832,2,74498,139,7,19209,3.56,1
37,184404,24.49,1,456,1,1790,29,5,60641,32.88,0
40,930913,6.95,1,399,3,15840,251,5,55062,5.91,0
27,673817,11.29,4,839,2,48743,191,7,20166,2.99,1
28,504353,33.23,2,421,2,88660,47,6,19513,3.87,0
58,284395,36.27,3,849,2,85977,251,12,1980,0.7,1
58,983221,12.57,1,614,2,9256,263,8,6613,0.67,1
22,905540,16.56,3,809,1,37314,64,9,26764,2.96,1
18,702387,3.49,2,466,3,96689,338,2,6023,0.86,0
34,117382,32.11,3,429,3,63489,320,12,59751,50.9,0
39,499767,0.16,3,713,3,75794,348,2,28056,5.61,1
51,29583,2.09,3,437,3,2908,268,1,60890,205.83,0
62,594675,0.2,4,875,1,63087,12,7,73369,12.34,1
58,305248,29.04,2,363,2,71038,292,11,17640,5.78,0
46,556512,18.78,2,430,2,67600,29,14,61033,10.97,0
21,867056,13.39,3,771,1,62267,139,4,300,0.03,1
22,469274,41.07,3,887,2,60834,85,9,13029,2.78,1
28,910752,8.68,2,576,1,17306,74,6,25438,2.79,0
38,247444,17.52,1,649,3,9729,251,12,4590,1.85,1
52,966803,42.31,4,846,1,32437,224,7,73670,7.62,1
29,360716,19.22,2,634,2,87195,47,13,62646,17.37,1
43,891901,24.96,3,719,2,63929,81,7,59918,6.72,1
36,884360,3.62,1,613,2,69501,121,8,19169,2.17,1
62,486690,35.56,1,341,3,69930,43,4,63846,13.12,0
24,286285,19.02,1,649,1,47039,146,3,72935,25.48,1
64,698710,36.02,4,837,1,13065,74,3,23093,3.31,1
24,488298,11.42,4,850,2,12328,53,10,12378,2.53,1
43,877303,19.01,2,643,1,48519,233,8,74840,8.53,1
57,156149,35.39,2,439,2,97013,295,12,46636,29.87,0
22,590303,43.82,2,308,1,49329,363,13,55403,9.39,0
38,996684,2.68,2,378,3,12922,200,3,8313,0.83,0
31,191929,36.56,3,856,3,30170,162,8,62264,32.44,1
21,776556,13.53,4,781,1,68823,37,2,33886,4.36,1
40,210912,24.78,1,447,3,7235,97,5,57849,27.43,0
59,866334,13.05,3,892,3,79144,49,5,63495,7.33,1
37,25577,27.61,2,558,3,99193,10,7,43952,171.84,0
32,826434,15.92,2,435,2,99726,40,5,40630,4.92,0
62,70711,15.01,3,338,1,39541,153,9,35007,49.51,0
46,583739,1.71,1,619,1,39984,106,3,67970,11.64,1
25,513027,6.61,4,730,2,91703,41,9,25379,4.95,1
58,724463,41.27,4,810,2,18143,164,1,23394,3.23,1
36,441863,44.92,1,678,3,96208,258,3,7167,1.62,1
56,579119,35.12,4,849,1,75143,211,4,67008,11.57,1
63,269402,12.91,2,651,2,3162,202,6,74555,27.67,1
45,775664,18.11,2,304,3,90336,195,10,29617,3.82,0
63,902930,33.28,2,535,1,52314,53,8,30772,3.41,0
44,935381,43.58,2,535,3,84090,147,7,17813,1.9,0
21,264942,20.5,1,613,1,53509,282,8,54027,20.39,1
32,115119,37.33,4,804,3,10968,310,6,15030,13.06,1
52,873262,43.88,4,762,1,68189,243,6,69843,8.0,1
54,362776,39.31,3,760,1,95189,51,14,13178,3.63,1
18,843265,10.22,1,351,1,94147,114,6,69318,8.22,0
20,787754,0.36,4,807,1,17528,273,3,26602,3.38,1
64,768224,22.14,4,800,3,71593,120,14,18702,2.43,1
41,830830,23.91,3,732,2,70214,189,10,6689,0.81,1
44,605842,9.06,2,321,1,38489,46,4,17391,2.87,0
57,70755,12.81,4,606,1,34834,243,11,37880,53.54,0
53,955210,34.43,2,310,1,76184,311,6,32493,3.4,0
51,173412,21.17,3,826,1,65207,50,13,19672,11.34,1
46,871426,14.28,4,885,3,86989,331,7,49791,5.71,1
41,608172,28.02,2,349,2,84270,11,3,74221,12.2,0
41,890793,29.37,1,497,2,11779,48,4,27575,3.1,0
59,561770,34.62,2,316,2,47843,56,6,71262,12.69,0
21,74225,7.05,2,343,3,24817,8,1,11850,15.96,0
20,209921,33.37,2,484,2,25679,14,11,51328,24.45,0
51,619142,26.97,2,688,3,64202,215,7,31172,5.03,1
40,585544,2.59,1,338,3,92366,245,13,32652,5.58,0
40,260617,34.99,3,885,1,34882,54,11,6582,2.53,1
62,128721,17.24,2,436,3,70260,273,1,64768,50.32,0
22,625398,14.87,2,578,2,23203,131,11,53696,8.59,0
48,133606,20.16,4,874,2,91180,9,13,5222,3.91,1
58,558938,15.58,4,863,2,53177,212,12,52901,9.46,1
23,197190,15.22,1,330,1,28634,122,13,5033,2.55,0
54,48930,36.36,1,639,1,38736,114,12,39195,80.1,0
27,761067,5.6,1,322,1,99208,20,13,36778,4.83,0
57,280102,43.68,4,883,3,50586,339,10,21708,7.75,1
24,382544,24.97,2,498,2,94196,21,11,30621,8.0,0
56,293945,8.23,4,873,3,33535,208,11,71844,24.44,1
55,595648,5.9,3,757,3,33252,33,9,35897,6.03,1
38,894340,26.62,1,495,2,59052,133,10,37070,4.14,0
37,167631,28.48,1,387,1,19738,191,9,71564,42.69,0
20,314478,2.39,1,441,2,16496,26,11,59540,18.93,0
39,256545,10.94,3,724,3,40594,364,9,59338,23.13,1
64,33288,35.8,2,506,3,26883,89,4,68977,207.21,0
21,697758,2.23,2,471,1,5503,92,2,1546,0.22,0
45,227302,38.48,2,601,3,64152,33,7,45613,20.07,1
29,818623,29.62,1,696,3,23938,238,13,52660,6.43,1
55,300195,19.55,2,617,2,39019,18,4,31481,10.49,1
53,81715,15.59,4,574,1,77995,274,14,32798,40.14,0
64,30737,0.87,1,695,2,48095,289,5,28337,92.19,0
58,609428,37.13,3,811,2,22714,27,1,57873,9.5,1
22,700611,6.42,3,789,2,75693,305,11,65662,9.37,1
30,202047,13.93,2,347,3,200,108,12,37677,18.65,0
40,287291,25.61,1,460,3,94291,226,10,28433,9.9,0
47,594796,11.07,4,864,1,61820,324,13,6643,1.12,1
54,334368,22.37,4,833,3,70614,355,6,52411,15.67,1
42,301787,36.42,1,678,1,11088,19,12,41614,13.79,1
44,321111,21.17,2,516,2,80167,223,7,46417,14.46,0
31,123535,42.7,3,416,2,77267,281,3,51414,41.62,0
64,847165,38.14,3,780,3,77329,104,10,40722,4.81,1
53,316952,14.99,4,870,3,38248,332,2,24867,7.85,1
56,532438,18.0,4,799,1,13923,332,13,60986,11.45,1
33,742648,19.05,4,877,3,24796,362,12,10932,1.47,1
